,labels,responses
841,SARCASM,it means you are mr popular of the twitter world #makesmesad
842,SARCASM,I'm #offended that the left can still voice their opinions and inflict them on me .
843,SARCASM,"Well , this is a shocking tweet . I never thought in a million years that you , as the best Christian the world has ever seen and chosen by God , would ever diss a Christian publication . Wow , was I wrong . #ImpeachAndRemove"
844,SARCASM,lol only #eejits if they disagree with your views peeps ... can't get more prejudice than that ___
845,SARCASM,Short selling should be illegal because only then can the market be forced up forever . ( And maybe not even then )
846,SARCASM,Mormons believe their leaders & worthy members are able to discern if someone is deceiving them .
847,SARCASM,A guy with this profile picture just said someone else should retire .
848,SARCASM,Being part Irish I'd like to find one of these signs . #history
849,SARCASM,it's the liberal terrorist loving left that are the most hateful and intolerant .
850,SARCASM,"You mean , the GUARDIAN is INTENTIONALLY MISREPRESENTING AN ISSUE ... for CLICKS ? ? ?"
851,SARCASM,"Which of the risible opposition represent the majority ? Scotland hasn't voted Tory for "" a generation "" Labour ? :/"
852,SARCASM,"Are we still talking to the broad married to the #Dotard that mocked , publicly on Twitter , a 13 year old girl from Sweden ? ? I just want to make sure ... ? ? ! ! #KarmaIsABitch #DoYouLikeApples"
853,SARCASM,"3 / And on a rather specific question of interest that Naftohaz will receive on the $ 2.9 bn in funds received from Russia . ( A conversation so specific that could well look like a leaked tape tbh ) . Nothing on the much-debated mystery of UAH strength , and rightly so ."
854,SARCASM,"All I tweeted was and he blocked me lol "" So fragile "" x100 lol"
855,SARCASM,""" Urdu nahi ati thi lekin Urdu ko qoumi zaban banaya "" . Bhutto sharab peeta tha is liye sharab ko ban karwaya !"
856,SARCASM,the credibility of #science is bolstered by the tech you will use to post your next tweet . Oh the of #flatearth
857,SARCASM,"gosh I don't look like her ? I thought I did .  I look absolutely nothing like here , duh . That's why it's funny ."
858,SARCASM,LOL .. that tired old photoshopped pic of Byrd in KKK garb AGAIN
859,SARCASM,All both teams had to do was run the ball to win
860,SARCASM,I'm sure your sympathies will go a long way
861,SARCASM,""" Those people I don't like espouse everything bad I see in myself and are evil . Also is what I do to my shirts . """
862,SARCASM,"I think you mean "" concisely and correctly "" . Kind of important when your criticizing another's literacy ."
863,SARCASM,Because Flynn lied to Pence . DJT can't stand a liar .
864,SARCASM,"Oh whoops its and #notsarcasm This tweet is sure to piss them off : "" The [ ] tag is often abused and added to non-sarcastic tweets """
865,SARCASM,You were the one who warned me ( afterwards ) not to listen at the Dr _ Feel better & be careful ! _
866,SARCASM,"I can't , the phone line is faulty again . But I can't book a technician online to fix it . I have to phone ."
867,SARCASM,He has a point ... but he's gone about it the wrong way . Like a bad Nazi .
868,SARCASM,... just like Trump supporters are upset the new coastal tech order is disrupting their livelihoods . Now you have something in common
869,SARCASM,"He's a misinformed idiot . Righties like him are why the term "" fake news "" was created ."
870,SARCASM,""" so I'm going to tweet that from my $ 700 phone just so you know I hate capitalism """
871,SARCASM,"watching over and over , can't help but wish he hit you harder , might've knocked some sense into you ."
872,SARCASM,"Probably . There are some "" very fine people "" who run over people they hate . Don't judge them all ."
873,SARCASM,The amount of violence in that tweet ... much ?
874,SARCASM,grab a hankie and grow a pair ... oh wait !
875,SARCASM,I think you're not clear on what means . Shortcut : Compare your media w / mine . ___
876,SARCASM,bizarre especially when we're in countries that basically taught the USA all they know ...
877,SARCASM,the shame is that he wouldn't answer them because i guess we can't learn from our past but just forget it & move on .
878,SARCASM,You're just another uneducated science denier who relies on the products of science to spread your dishonest message .
879,SARCASM,It saves on paper towels or electricity from the dryer . Not as much water to dry . #trump should look at the positives .
880,SARCASM,"Ha , I just found that out from  . My son has a pretty impressive cross face , right ? . Ah , . Lol ."
881,SARCASM,Actually you could have rebooted mash during the first iraq war and have the docs and the unit going from hot spot to hot spot ... and still be relevant with today's conflicts ... #missedoppurtunity
882,SARCASM,Throws stones in glass houses . Wonders why there's broken glass ...
883,SARCASM,sadly true . It's only words in a song though hey ...
884,SARCASM,"With 1 day left in 2016 , this 1 tweet has just destroyed my entire life for #2017 ... the is hard , #LifeIsCrap _"
885,SARCASM,"Rose is a top 5 , male or female , technical fighter . The first round & half against JA was a masterclass in distance control , movement , and jab utilization . Her mental state outside the cage is irrelevant ; not everyone had an immaculate upbringing as u did"
886,SARCASM,The Brexpress probably thought his forename was foreign
887,SARCASM,Hahaha is that all you have ? You sound salty ? What's it like to be pro-refugees but end up killing them ? #accidentshappen
888,SARCASM,.    Yep . The first casualties from a dollar crash would be Trump voters
889,SARCASM,And #America'ns are getting more popular by the day .
890,SARCASM,keep telling yourself that next time you go to a casino
891,SARCASM,"< But let's compare him to Hitler , yes , ' Lazy ' did you say ?"
892,SARCASM,".  I'm in ! Let's craft ambiguous / biased questions , chose an unrepresentative sample and publish only what fits our views ."
893,SARCASM,"Free speech is only an issue when Don Cherry is on yhe wrong side of it , dontcha know ?"
894,SARCASM,"no , all our global issues have just surfaced in the last 3 years ."
895,SARCASM,"Yet you have a cartoon as a bio pic , seemingly for levity ..."
896,SARCASM,"They said love not like it is , completely different ."
897,SARCASM,ifYer worthy of pity it's cuz U've spent hella time defending whitey while callin Kweli coon
898,SARCASM,"And the third thing is that too many Americans don't get it , and just angrily spin and deflect and make assumptions ( like in this tweet ) . #cdnpoli #G7 #humor"
899,SARCASM,but you've got to admit it's ridiculous that this wasn't 15 for unsportsmanlike
900,SARCASM,I know . I mean ... it would have been more convenient to find out she's a racist bully after the ppv . #racism ruins everything . #HardToKill
901,SARCASM,The same  that hasn't joined the 21st century when it comes to tickets ? Color me shocked .
902,SARCASM,"Ah I thought you had it together today  ! But sadly no ... apparently coordinating with Amtrak is too difficult . And so once again we are late . Then again , it's snowing . And we all know it's very difficult to make things work when it snows ."
903,SARCASM,"You Must Be a Big Fan of Roland Freisler . He Viewed His Political Opponents as Malignant Trolls , too .  #Democrats #NatlSocAmerWorkersParty #SiegObama Parnas"
904,SARCASM,Great questions . You're the only one on my timeline asking them .
905,SARCASM,Yawn ... why are progressives always living in the past ?
906,SARCASM,"I need help . Not next week , or next year at this rate ( note the and obvious #eyeroll ) . You're one of the biggest #companies in the world . SOMEWHERE BETWEEN 1,000 customer service reps to service 60 countries at 10,000 calls a week ( 2011 stats ) , and today's ..."
907,SARCASM,"sorry , but I couldn't help to notice that U felt the right to validate his belonging to US"
908,SARCASM,"They smashed windows of companies who supported Hillary , lol ."
909,SARCASM,"The is that I deleted my first , #GrammaticallyIncorrect , response . #TooGoodToBeTrue"
910,SARCASM,One of the relocated BC town deer recently ended up in an Idaho bar and was quite aggressive .
911,SARCASM,What about all those Trumpkins who gave Michelle Obama hell for stating Beyonce was a role model ? Sad ! #doublestandard
912,SARCASM,I'm just doing the best I can over here . Nothing special tbh . It's been really fun lol
913,SARCASM,I look forward to the eventual annual Tubies Awards livestream .
914,SARCASM,I was just about to type the same until I saw your comment . Hopefully someone can answer that ! !
915,SARCASM,we wouldn't mind but he's dancing to the song ' some say the devil is dead '
916,SARCASM,from people who won't move a mile to find work
917,SARCASM,Person in favour of Boris Johnson complaining of people who talk down to folk !
918,SARCASM,So kind what your lib buddies did to your store in D . C . huh ? ? #hilarious
919,SARCASM,what does that mean though ? Most who do the work survived and thrived despite their family experience
920,SARCASM,omg peopld who dont support uniform civil code in india to empower Muslim women are posting such thing ?
921,SARCASM,Lol true that ! :D All want to fight corruption and bring accountability but none wants to initiate the actions !
922,SARCASM,Stanley museum ? Is that against NCAA rules to name a building after a current student / athlete ? ? Better ask  this question
